ord;audk;ordfl;beyg;mark
Frosti;354090;kk;Frosti;NFET
frúktósi;484137;kk;frúktósa;ÞFET,ÞGFET,EFET
frúktósi;484137;kk;frúktósi;NFET
fúi;8657;kk;fúa;ÞFET,ÞGFET,EFET
fúi;8657;kk;fúi;NFET
fúkki;8659;kk;fúkka;ÞFET,ÞGFET,EFET
fúkki;8659;kk;fúkki;NFET
Fúsi;354093;kk;Fúsa;ÞFET,ÞGFET,EFET
Fúsi;354093;kk;Fúsi;NFET
fölvi;8660;kk;fölva;ÞFET,ÞGFET,EFET
fölvi;8660;kk;fölvi;NFET
galsi;8926;kk;galsi;NFET
galsi;8926;kk;galsa;ÞFET,ÞGFET,EFET
gambri;8928;kk;gambri;NFET
gambri;8928;kk;gambra;ÞFET,ÞGFET,EFET
Gaui;484141;kk;Gauja;ÞFET,ÞGFET,EFET
Gaui;484141;kk;Gaui;NFET
Gauti;354109;kk;Gauti;NFET
Gauti;354109;kk;Gauta;ÞFET,ÞGFET,EFET
gáski;8661;kk;gáski;NFET
gáski;8661;kk;gáska;ÞFET,ÞGFET,EFET
Geiri;487827;kk;Geiri;NFET
Geiri;487827;kk;Geira;ÞFET,ÞGFET,EFET
Gísli;354134;kk;Gísli;NFET
Gísli;354134;kk;Gísla;ÞFET,ÞGFET,EFET
glussi;8665;kk;glussa;ÞFET,ÞGFET,EFET
glussi;8665;kk;glussi;NFET
glúkósi;8666;kk;glúkósi;NFET
glúkósi;8666;kk;glúkósa;ÞFET,ÞGFET,EFET
Grani;354146;kk;Grani;NFET
Grani;354146;kk;Grana;ÞFET,ÞGFET,EFET
grámi;8670;kk;grámi;NFET
grámi;8670;kk;gráma;ÞFET,ÞGFET,EFET
gróandi;10128;kk;gróandi;NFET
gróandi;10128;kk;gróanda;ÞFET,ÞGFET,EFET
gróði;8673;kk;gróði;NFET
gróði;8673;kk;gróða;ÞFET,ÞGFET,EFET
grúi;8674;kk;grúi;NFET
grúi;8674;kk;grúa;ÞFET,ÞGFET,EFET
Guðni;354159;kk;Guðna;ÞFET,ÞGFET,EFET
Guðni;354159;kk;Guðni;NFET
Gulli;484860;kk;Gulli;NFET
Gulli;484860;kk;Gulla;ÞFET,ÞGFET,EFET
Gummi;487826;kk;Gummi;NFET
Gummi;487826;kk;Gumma;ÞFET,ÞGFET,EFET
Gunni;354166;kk;Gunna;ÞFET,ÞGFET,EFET
Gunni;354166;kk;Gunni;NFET
Gústi;354170;kk;Gústi;NFET
Gústi;354170;kk;Gústa;ÞFET,ÞGFET,EFET
Gylfi;354171;kk;Gylfi;NFET
Gylfi;354171;kk;Gylfa;ÞFET,ÞGFET,EFET
Halli;354182;kk;Halla;ÞFET,ÞGFET,EFET
Halli;354182;kk;Halli;NFET
Helgi;354214;kk;Helgi;NFET
Helgi;354214;kk;Helga;ÞFET,ÞGFET,EFET
Hemmi;489213;kk;Hemmi;NFET
Hemmi;489213;kk;Hemma;ÞFET,ÞGFET,EFET
hindúismi;9391;kk;hindúisma;ÞFET,ÞGFET,EFET
hindúismi;9391;kk;hindúismi;NFET
Hjalli;485426;kk;Hjalla;ÞFET,ÞGFET,EFET
Hjalli;485426;kk;Hjalli;NFET
Hjalti;354242;kk;Hjalta;ÞFET,ÞGFET,EFET
Hjalti;354242;kk;Hjalti;NFET
hraglandi;10130;kk;hraglanda;ÞFET,ÞGFET,EFET
hraglandi;10130;kk;hraglandi;NFET
Hrói;354292;kk;Hróa;ÞFET,ÞGFET,EFET
Hrói;354292;kk;Hrói;NFET
hroki;8679;kk;hroki;NFET
hroki;8679;kk;hroka;ÞFET,ÞGFET,EFET
Hugi;354295;kk;Hugi;NFET
Hugi;354295;kk;Huga;ÞFET,ÞGFET,EFET
húmanismi;9392;kk;húmanisma;ÞFET,ÞGFET,EFET
húmanismi;9392;kk;húmanismi;NFET
Húni;354303;kk;Húni;NFET
Húni;354303;kk;Húna;ÞFET,ÞGFET,EFET
Höddi;485376;kk;Hödda;ÞFET,ÞGFET,EFET
Höddi;485376;kk;Höddi;NFET
höfgi;8684;kk;höfga;ÞFET,ÞGFET,EFET
höfgi;8684;kk;höfgi;NFET
Högni;354309;kk;Högni;NFET
Högni;354309;kk;Högna;ÞFET,ÞGFET,EFET
Illugi;354314;kk;Illugi;NFET
Illugi;354314;kk;Illuga;ÞFET,ÞGFET,EFET
impressjónismi;9394;kk;impressjónismi;NFET
impressjónismi;9394;kk;impressjónisma;ÞFET,ÞGFET,EFET
Indriði;354316;kk;Indriði;NFET
Indriði;354316;kk;Indriða;ÞFET,ÞGFET,EFET
Ingi;354318;kk;Inga;ÞFET,ÞGFET,EFET
Ingi;354318;kk;Ingi;NFET
Ingvi;354323;kk;Ingvi;NFET
Ingvi;354323;kk;Ingva;ÞFET,ÞGFET,EFET
javi;484120;kk;java;ÞFET,ÞGFET,EFET
javi;484120;kk;javi;NFET
Jenni;354355;kk;Jenna;ÞFET,ÞGFET,EFET
Jenni;354355;kk;Jenni;NFET
Jesús;475856;kk;Jesú;ÞFET,ÞGFET,EFET
Jesús;475856;kk;Jesús;NFET
Jói;354375;kk;Jóa;ÞFET,ÞGFET,EFET
Jói;354375;kk;Jói;NFET
Jónsi;484862;kk;Jónsi;NFET
Jónsi;484862;kk;Jónsa;ÞFET,ÞGFET,EFET
Jonni;484861;kk;Jonni;NFET
Jonni;484861;kk;Jonna;ÞFET,ÞGFET,EFET
Júlli;484863;kk;Júlli;NFET
Júlli;484863;kk;Júlla;ÞFET,ÞGFET,EFET
kaldi;9003;kk;kalda;ÞFET,ÞGFET,EFET
kaldi;9003;kk;kaldi;NFET
kali;9004;kk;kala;ÞFET,ÞGFET,EFET
kali;9004;kk;kali;NFET
Kalli;485397;kk;Kalla;ÞFET,ÞGFET,EFET
Kalli;485397;kk;Kalli;NFET
kalsi;9006;kk;kalsi;NFET
kalsi;9006;kk;kalsa;ÞFET,ÞGFET,EFET
kapítalismi;9404;kk;kapítalismi;NFET
kapítalismi;9404;kk;kapítalisma;ÞFET,ÞGFET,EFET
kargi;9012;kk;karga;ÞFET,ÞGFET,EFET
kargi;9012;kk;kargi;NFET
karsi;9015;kk;karsa;ÞFET,ÞGFET,EFET
karsi;9015;kk;karsi;NFET
kári;8692;kk;kári;NFET
kári;8692;kk;kára;ÞFET,ÞGFET,EFET
Kári;354441;kk;Kára;ÞFET,ÞGFET,EFET
Kári;354441;kk;Kári;NFET
Kiddi;485380;kk;Kidda;ÞFET,ÞGFET,EFET
Kiddi;485380;kk;Kiddi;NFET
kláði;8695;kk;kláða;ÞFET,ÞGFET,EFET
kláði;8695;kk;kláði;NFET
klökkvi;8697;kk;klökkva;ÞFET,ÞGFET,EFET
klökkvi;8697;kk;klökkvi;NFET
Kólumkilli;522018;kk;Kólumkilla;ÞFET,ÞGFET,EFET
Kólumkilli;522018;kk;Kólumkilli;NFET
Kolli;354466;kk;Kolla;ÞFET,ÞGFET,EFET
Kolli;354466;kk;Kolli;NFET
kommúnismi;9411;kk;kommúnisma;ÞFET,ÞGFET,EFET
kommúnismi;9411;kk;kommúnismi;NFET
Konni;485388;kk;Konna;ÞFET,ÞGFET,EFET
Konni;485388;kk;Konni;NFET
krapi;9053;kk;krapa;ÞFET,ÞGFET,EFET
krapi;9053;kk;krapi;NFET
Krissi;485379;kk;Krissa;ÞFET,ÞGFET,EFET
Krissi;485379;kk;Krissi;NFET
Krummi;354490;kk;Krumma;ÞFET,ÞGFET,EFET
Krummi;354490;kk;Krummi;NFET
kvíði;8700;kk;kvíða;ÞFET,ÞGFET,EFET
kvíði;8700;kk;kvíði;NFET
Kölski;558863;kk;Kölska;ÞFET,ÞGFET,EFET
Kölski;558863;kk;Kölski;NFET
Laddi;485404;kk;Laddi;NFET
Laddi;485404;kk;Ladda;ÞFET,ÞGFET,EFET
laktósi;7326;kk;laktósa;ÞFET,ÞGFET,EFET
laktósi;7326;kk;laktósi;NFET
Lalli;485398;kk;Lalla;ÞFET,ÞGFET,EFET
Lalli;485398;kk;Lalli;NFET
Láki;489413;kk;Láka;ÞFET,ÞGFET,EFET
Láki;489413;kk;Láki;NFET
leiði;8701;kk;leiða;ÞFET,ÞGFET,EFET
leiði;8701;kk;leiði;NFET
Leivi;489390;kk;Leivi;NFET
Leivi;489390;kk;Leiva;ÞFET,ÞGFET,EFET
lekandi;10135;kk;lekandi;NFET
lekandi;10135;kk;lekanda;ÞFET,ÞGFET,EFET
Lilli;8808;kk;Lilla;ÞFET,ÞGFET,EFET
Lilli;8808;kk;Lilli;NFET
lími;403737;kk;lími;NFET
lími;403737;kk;líma;ÞFET,ÞGFET,EFET
ljómi;8704;kk;ljómi;NFET
ljómi;8704;kk;ljóma;ÞFET,ÞGFET,EFET
Logi;354528;kk;Loga;ÞFET,ÞGFET,EFET
Logi;354528;kk;Logi;NFET
Loki;354529;kk;Loka;ÞFET,ÞGFET,EFET
Loki;354529;kk;Loki;NFET
losti;8706;kk;losta;ÞFET,ÞGFET,EFET
losti;8706;kk;losti;NFET
lungi;8707;kk;lungi;NFET
lungi;8707;kk;lunga;ÞFET,ÞGFET,EFET
lúi;8708;kk;lúa;ÞFET,ÞGFET,EFET
lúi;8708;kk;lúi;NFET
Maggi;354542;kk;Magga;ÞFET,ÞGFET,EFET
Maggi;354542;kk;Maggi;NFET
Magni;354543;kk;Magni;NFET
Magni;354543;kk;Magna;ÞFET,ÞGFET,EFET
malandi;10137;kk;malanda;ÞFET,ÞGFET,EFET
malandi;10137;kk;malandi;NFET
Manni;485393;kk;Manna;ÞFET,ÞGFET,EFET
Manni;485393;kk;Manni;NFET
marmari;8132;kk;marmara;ÞFET,ÞGFET,EFET
marmari;8132;kk;marmari;NFET
marxismi;9427;kk;marxisma;ÞFET,ÞGFET,EFET
marxismi;9427;kk;marxismi;NFET
masókismi;9428;kk;masókismi;NFET
masókismi;9428;kk;masókisma;ÞFET,ÞGFET,EFET
Matti;354581;kk;Matti;NFET
Matti;354581;kk;Matta;ÞFET,ÞGFET,EFET
Máni;354586;kk;Mána;ÞFET,ÞGFET,EFET
Máni;354586;kk;Máni;NFET
Mikki;484865;kk;Mikka;ÞFET,ÞGFET,EFET
Mikki;484865;kk;Mikki;NFET
miski;8709;kk;miski;NFET
miski;8709;kk;miska;ÞFET,ÞGFET,EFET
mínimalismi;484079;kk;mínimalismi;NFET
mínimalismi;484079;kk;mínimalisma;ÞFET,ÞGFET,EFET
mjalli;9094;kk;mjalli;NFET
mjalli;9094;kk;mjalla;ÞFET,ÞGFET,EFET
módernismi;9439;kk;módernisma;ÞFET,ÞGFET,EFET
módernismi;9439;kk;módernismi;NFET
Moggi;486471;kk;Moggi;NFET
Moggi;486471;kk;Mogga;ÞFET,ÞGFET,EFET
Mummi;489449;kk;Mumma;ÞFET,ÞGFET,EFET
Mummi;489449;kk;Mummi;NFET
Mundi;487824;kk;Munda;ÞFET,ÞGFET,EFET
Mundi;487824;kk;Mundi;NFET
Muni;354612;kk;Muni;NFET
Muni;354612;kk;Muna;ÞFET,ÞGFET,EFET
naívismi;492337;kk;naívismi;NFET
naívismi;492337;kk;naívisma;ÞFET,ÞGFET,EFET
Narfi;354619;kk;Narfi;NFET
Narfi;354619;kk;Narfa;ÞFET,ÞGFET,EFET
nasismi;9445;kk;nasismi;NFET
nasismi;9445;kk;nasisma;ÞFET,ÞGFET,EFET
natúralismi;9446;kk;natúralisma;ÞFET,ÞGFET,EFET
natúralismi;9446;kk;natúralismi;NFET
níhilismi;9450;kk;níhilismi;NFET
níhilismi;9450;kk;níhilisma;ÞFET,ÞGFET,EFET
Nói;354644;kk;Nóa;ÞFET,ÞGFET,EFET
Nói;354644;kk;Nói;NFET
Nonni;484142;kk;Nonna;ÞFET,ÞGFET,EFET
Nonni;484142;kk;Nonni;NFET
Númi;354648;kk;Núma;ÞFET,ÞGFET,EFET
Númi;354648;kk;Númi;NFET
Nökkvi;354652;kk;Nökkvi;NFET
Nökkvi;354652;kk;Nökkva;ÞFET,ÞGFET,EFET
Óli;354683;kk;Óli;NFET
Óli;354683;kk;Óla;ÞFET,ÞGFET,EFET
ótti;8719;kk;ótti;NFET
ótti;8719;kk;ótta;ÞFET,ÞGFET,EFET
obbi;8717;kk;obbi;NFET
obbi;8717;kk;obba;ÞFET,ÞGFET,EFET
Oddi;354653;kk;Odda;ÞFET,ÞGFET,EFET
Oddi;354653;kk;Oddi;NFET
Olli;485382;kk;Olla;ÞFET,ÞGFET,EFET
Olli;485382;kk;Olli;NFET
Orri;354669;kk;Orri;NFET
Orri;354669;kk;Orra;ÞFET,ÞGFET,EFET
Otti;354673;kk;Otti;NFET
Otti;354673;kk;Otta;ÞFET,ÞGFET,EFET
Palli;486906;kk;Palla;ÞFET,ÞGFET,EFET
Palli;486906;kk;Palli;NFET
pappi;9110;kk;pappi;NFET
pappi;9110;kk;pappa;ÞFET,ÞGFET,EFET
pati;9114;kk;pati;NFET
pati;9114;kk;pata;ÞFET,ÞGFET,EFET
Patti;489526;kk;Patta;ÞFET,ÞGFET,EFET
Patti;489526;kk;Patti;NFET
Pálmi;354703;kk;Pálma;ÞFET,ÞGFET,EFET
Pálmi;354703;kk;Pálmi;NFET
popúlismi;516502;kk;popúlisma;ÞFET,ÞGFET,EFET
popúlismi;516502;kk;popúlismi;NFET
purpuri;8722;kk;purpuri;NFET
purpuri;8722;kk;purpura;ÞFET,ÞGFET,EFET
púrítanismi;9485;kk;púrítanisma;ÞFET,ÞGFET,EFET
púrítanismi;9485;kk;púrítanismi;NFET
Raggi;487831;kk;Ragga;ÞFET,ÞGFET,EFET
Raggi;487831;kk;Raggi;NFET
raki;9127;kk;raka;ÞFET,ÞGFET,EFET
raki;9127;kk;raki;NFET
rasismi;9487;kk;rasismi;NFET
rasismi;9487;kk;rasisma;ÞFET,ÞGFET,EFET
realismi;9489;kk;realismi;NFET
realismi;9489;kk;realisma;ÞFET,ÞGFET,EFET
rjómi;8725;kk;rjómi;NFET
rjómi;8725;kk;rjóma;ÞFET,ÞGFET,EFET
rosti;8727;kk;rosti;NFET
rosti;8727;kk;rosta;ÞFET,ÞGFET,EFET
rytmi;8731;kk;rytma;ÞFET,ÞGFET,EFET
rytmi;8731;kk;rytmi;NFET
Rökkvi;354757;kk;Rökkvi;NFET
Rökkvi;354757;kk;Rökkva;ÞFET,ÞGFET,EFET
sadismi;9492;kk;sadismi;NFET
sadismi;9492;kk;sadisma;ÞFET,ÞGFET,EFET
saggi;9143;kk;sagga;ÞFET,ÞGFET,EFET
saggi;9143;kk;saggi;NFET
salli;9146;kk;salla;ÞFET,ÞGFET,EFET
salli;9146;kk;salli;NFET
Sammi;485395;kk;Samma;ÞFET,ÞGFET,EFET
Sammi;485395;kk;Sammi;NFET
sellulósi;9737;kk;sellulósi;NFET
sellulósi;9737;kk;sellulósa;ÞFET,ÞGFET,EFET
Sibbi;487832;kk;Sibba;ÞFET,ÞGFET,EFET
Sibbi;487832;kk;Sibbi;NFET
Siggi;354786;kk;Sigga;ÞFET,ÞGFET,EFET
Siggi;354786;kk;Siggi;NFET
Simmi;487828;kk;Simma;ÞFET,ÞGFET,EFET
Simmi;487828;kk;Simmi;NFET
Sindri;354792;kk;Sindri;NFET
Sindri;354792;kk;Sindra;ÞFET,ÞGFET,EFET
síonismi;484072;kk;síonisma;ÞFET,ÞGFET,EFET
síonismi;484072;kk;síonismi;NFET
sjarmi;9152;kk;sjarma;ÞFET,ÞGFET,EFET
sjarmi;9152;kk;sjarmi;NFET
Sjonni;485387;kk;Sjonna;ÞFET,ÞGFET,EFET
Sjonni;485387;kk;Sjonni;NFET
Skafti;354798;kk;Skafta;ÞFET,ÞGFET,EFET
Skafti;354798;kk;Skafti;NFET
skarkali;9283;kk;skarkali;NFET
skarkali;9283;kk;skarkala;ÞFET,ÞGFET,EFET
Skorri;354806;kk;Skorri;NFET
Skorri;354806;kk;Skorra;ÞFET,ÞGFET,EFET
Skúli;354807;kk;Skúla;ÞFET,ÞGFET,EFET
Skúli;354807;kk;Skúli;NFET
slagi;9176;kk;slagi;NFET
slagi;9176;kk;slaga;ÞFET,ÞGFET,EFET
slaki;9177;kk;slaki;NFET
slaki;9177;kk;slaka;ÞFET,ÞGFET,EFET
Smári;354810;kk;Smári;NFET
Smári;354810;kk;Smára;ÞFET,ÞGFET,EFET
smjörvi;464782;kk;smjörva;ÞFET,ÞGFET,EFET
smjörvi;464782;kk;smjörvi;NFET
Snorri;354814;kk;Snorri;NFET
Snorri;354814;kk;Snorra;ÞFET,ÞGFET,EFET
sódi;8748;kk;sóda;ÞFET,ÞGFET,EFET
sódi;8748;kk;sódi;NFET
sófismi;9498;kk;sófisma;ÞFET,ÞGFET,EFET
sófismi;9498;kk;sófismi;NFET
sómi;8749;kk;sóma;ÞFET,ÞGFET,EFET
sómi;8749;kk;sómi;NFET
sóri;484064;kk;sóra;ÞFET,ÞGFET,EFET
sóri;484064;kk;sóri;NFET
sósíalismi;9500;kk;sósíalisma;ÞFET,ÞGFET,EFET
sósíalismi;9500;kk;sósíalismi;NFET
sori;8746;kk;sori;NFET
sori;8746;kk;sora;ÞFET,ÞGFET,EFET
sorti;8747;kk;sorti;NFET
sorti;8747;kk;sorta;ÞFET,ÞGFET,EFET
spíri;8750;kk;spíra;ÞFET,ÞGFET,EFET
spíri;8750;kk;spíri;NFET
spíritismi;9501;kk;spíritismi;NFET
spíritismi;9501;kk;spíritisma;ÞFET,ÞGFET,EFET
stalínismi;9503;kk;stalínismi;NFET
stalínismi;9503;kk;stalínisma;ÞFET,ÞGFET,EFET
Starri;354833;kk;Starri;NFET
Starri;354833;kk;Starra;ÞFET,ÞGFET,EFET
stálmi;8752;kk;stálmi;NFET
stálmi;8752;kk;stálma;ÞFET,ÞGFET,EFET
Stebbi;484869;kk;Stebbi;NFET
Stebbi;484869;kk;Stebba;ÞFET,ÞGFET,EFET
Steini;354838;kk;Steini;NFET
Steini;354838;kk;Steina;ÞFET,ÞGFET,EFET
stjarfi;9213;kk;stjarfi;NFET
stjarfi;9213;kk;stjarfa;ÞFET,ÞGFET,EFET
Stjáni;484866;kk;Stjáni;NFET
Stjáni;484866;kk;Stjána;ÞFET,ÞGFET,EFET
